Q#,DF ref,DF ref #,Level,Calculator,Question (raw),Answer (raw),Wrong1 (raw),Wrong 2 (raw),Worked Answer (raw),Hint,Question (notated),Answer (notated),Wrong1 (notated),Wrong 2 (notated),Worked Answer (notated),,
2585,301g,301,3,No,"Order 47×10^5, 5.2×10^6, 4900000 from smallest to largest.","47×10^5, 4900000, 5.2×10^6","5.2×10^6, 4900000, 47×10^5","4900000, 47×10^5, 5.2×10^6","Converting gives 4700000, 5200000 and 4900000, so the order is 47×10^5, 4900000, 5.2×10^6.","Convert every value to an ordinary number first, then compare.",,,,,,,
2586,302a,302,1,No,Write 0.00034 in standard form.,3.4×10^{-4},3.4×10^4,34×10^{-4},Move the decimal point so only one digit is before it: 3.4×10^{-4}.,Count how many places the decimal point moves; small numbers give a negative power.,,,,,,,
2587,302a,302,2,No,Write 0.000000052 in standard form.,5.2×10^{-8},5.2×10^8,52×10^{-9},Move the decimal point so only one digit is before it: 5.2×10^{-8}.,Count how many places the decimal point moves; small numbers give a negative power.,,,,,,,
2588,302b,302,1,No,Write 7.1×10^-3 as an ordinary number.,0.0071,0.00071,0.071,Move the decimal point 3 places to the left: 0.0071.,The negative power tells you how many places to move the decimal point left.,Write 7.1×10^{-3} as an ordinary number.,,,,,,
2589,302b,302,2,No,Write 6.02×10^-6 as an ordinary number.,0.00000602,0.0000602,0.000602,Move the decimal point 6 places to the left: 0.00000602.,The negative power tells you how many places to move the decimal point left.,Write 6.02×10^{-6} as an ordinary number.,,,,,,
2590,302c,302,2,No,"Which is largest: 3×10^-4, 3×10^-6 or 3×10^-2?",3×10^{-2},3×10^{-4},3×10^{-6},"A less negative power means a larger number, so 3×10^{-2} is largest.",Compare the powers of 10; the one closest to zero is largest.,"Which is largest: 3×10^{-4}, 3×10^{-6} or 3×10^{-2}?",,,,,,
2591,302c,302,2,No,"Which is smallest: 4×10^-5, 4×10^-3 or 4×10^-7?",4×10^{-7},4×10^{-3},4×10^{-5},"A more negative power means a smaller number, so 4×10^{-7} is smallest.",Compare the powers of 10; the one furthest from zero (most negative) is smallest.,"Which is smallest: 4×10^{-5}, 4×10^{-3} or 4×10^{-7}?",,,,,,
2592,302d,302,2,No,"Order 6.4×10^-6, 0.0000064, 6.04×10^-6 from smallest to largest.","6.04×10^{-6}, 6.4×10^{-6}, 0.0000064","6.4×10^{-6}, 0.0000064, 6.04×10^{-6}","0.0000064, 6.04×10^{-6}, 6.4×10^{-6}","Note 6.4×10^{-6} and 0.0000064 are equal, and both are larger than 6.04×10^{-6}.","Compare the powers of 10 first, then the leading digits if the powers match.","Order 6.4×10^{-6}, 0.0000064, 6.04×10^{-6} from smallest to largest.",,,,,,
2593,302e,302,2,No,Write 0.42×10^-3 in standard form.,4.2×10^{-4},0.42×10^{-3},4.2×10^{-3},"0.42 is not between 1 and 10, so shift it: 4.2×10^{-4}.","Rewrite the leading number so it is between 1 and 10, adjusting the power to match.",Write 0.42×10^{-3} in standard form.,,,,,,
2594,302e,302,2,No,Write 52×10^-6 in standard form.,5.2×10^{-5},52×10^{-6},5.2×10^{-6},"52 is not between 1 and 10, so shift it: 5.2×10^{-5}.","Rewrite the leading number so it is between 1 and 10, adjusting the power to match.",Write 52×10^{-6} in standard form.,,,,,,
2595,302f,302,3,No,"Order 0.00025, 3.1×10^-4, 0.00019 from smallest to largest.","0.00019, 3.1×10^-4, 0.00025","0.00025, 0.00019, 3.1×10^-4","0.00019, 0.00025, 3.1×10^-4",Convert each to the same form: 0.00019 < 0.00031 < 0.00025.,"Convert every value to an ordinary number first, then compare.","Order 0.00025, 3.1×10^{-4}, 0.00019 from smallest to largest.",,,,,,
2596,302f,302,3,No,"Order 9×10^-5, 0.00008, 0.0001 from smallest to largest.","0.00008, 9×10^-5, 0.0001","9×10^-5, 0.00008, 0.0001","0.0001, 0.00008, 9×10^-5",Convert each to the same form: 0.00008 < 0.00009 < 0.0001.,"Convert every value to an ordinary number first, then compare.","Order 9×10^{-5}, 0.00008, 0.0001 from smallest to largest.",,,,,,
2597,302g,302,3,No,"Order 47×10^-6, 5.2×10^-5, 0.000049 from smallest to largest.","47×10^-6, 0.000049, 5.2×10^-5","5.2×10^-5, 0.000049, 47×10^-6","0.000049, 47×10^-6, 5.2×10^-5","Converting gives 0.000047, 0.000052 and 0.000049, so the order is 47×10^-6, 0.000049, 5.2×10^-5.","Convert every value to an ordinary number first, then compare.","Order 47×10^{-6}, 5.2×10^{-5}, 0.000049 from smallest to largest.",,,,,,
2598,303a,303,1,Yes,"Work out 3.2×10^6 + 4.5×10^6, giving your answer in standard form.",7.7×10^6,7.7×10^12,77×10^6,Use a calculator's standard form entry to add the two values directly: 7.7×10^6.,Enter both numbers using your calculator's standard form (EXP or ×10^x) key.,,,,,,,
2599,303a,303,1,Yes,"Work out 5.8×10^-3 + 2.4×10^-3, giving your answer in standard form.",8.2×10^{-3},8.2×10^3,2.02×10^{-3},Use a calculator's standard form entry to add the two values directly: 8.2×10^{-3}.,Enter both numbers using your calculator's standard form (EXP or ×10^x) key.,"Work out 5.8×10^{-3} + 2.4×10^{-3}, giving your answer in standard form.",,,,,,
2600,303b,303,2,No,"Work out 3.2×10^6 + 4.5×10^5, giving your answer in standard form.",3.65×10^6,3.65×10^5,7.7×10^6,Convert both to ordinary numbers: 3200000+450000=3650000=3.65×10^6.,Convert both numbers to ordinary numbers before adding.,,,,,,,
2601,303b,303,3,No,"Work out 6.1×10^7 - 3.4×10^6, giving your answer in standard form.",5.76×10^7,5.76×10^6,2.7×10^7,Convert both to ordinary numbers: 61000000-3400000=57600000=5.76×10^7.,Convert both numbers to ordinary numbers before subtracting.,,,,,,,
2602,303c,303,2,No,"Work out 7.1×10^-4 + 2.3×10^-5, giving your answer in standard form.",7.33×10^{-4},7.33×10^{-5},9.4×10^{-4},Convert both to ordinary numbers: 0.00071+0.000023=0.000733=7.33×10^{-4}.,Convert both numbers to ordinary numbers before adding.,"Work out 7.1×10^{-4} + 2.3×10^{-5}, giving your answer in standard form.",,,,,,
2603,303c,303,3,No,"Work out 5.6×10^-5 - 1.4×10^-6, giving your answer in standard form.",5.46×10^{-5},5.46×10^{-6},4.2×10^{-5},Convert both to ordinary numbers: 0.000056-0.0000014=0.0000546=5.46×10^{-5}.,Convert both numbers to ordinary numbers before subtracting.,"Work out 5.6×10^{-5} - 1.4×10^{-6}, giving your answer in standard form.",,,,,,
2604,303d,303,3,No,"Work out 5.2×10^6 + 3.1×10^5, giving your answer in standard form.",5.51×10^6,5.51×10^5,8.3×10^6,Rewrite as 52×10^5 + 3.1×10^5 = 55.1×10^5 = 5.51×10^6.,"Rewrite one number so both share the same power of 10, then add the leading numbers.",,,,,,,
2605,303d,303,3,No,"Work out 8.4×10^7 - 6×10^6, giving your answer in standard form.",7.8×10^7,2.4×10^7,1.44×10^8,Rewrite as 84×10^6 - 6×10^6 = 78×10^6 = 7.8×10^7.,"Rewrite one number so both share the same power of 10, then subtract the leading numbers.",,,,,,,
2606,303e,303,3,No,"Work out 6.4×10^-4 - 1.5×10^-5, giving your answer in standard form.",6.25×10^{-4},6.25×10^{-5},4.9×10^{-4},Rewrite as 64×10^{-5} - 1.5×10^{-5} = 62.5×10^{-5} = 6.25×10^{-4}.,"Rewrite one number so both share the same power of 10, then subtract the leading numbers.","Work out 6.4×10^{-4} - 1.5×10^{-5}, giving your answer in standard form.",,,,,,
2607,303e,303,3,No,"Work out 3.2×10^-5 + 4×10^-6, giving your answer in standard form.",3.6×10^{-5},7.2×10^{-5},3.6×10^{-6},Rewrite as 32×10^{-6} + 4×10^{-6} = 36×10^{-6} = 3.6×10^{-5}.,"Rewrite one number so both share the same power of 10, then add the leading numbers.","Work out 3.2×10^{-5} + 4×10^{-6}, giving your answer in standard form.",,,,,,
2608,304a,304,1,Yes,"Work out (2×10^3) × (3×10^4), giving your answer in standard form.",6×10^7,6×10^12,6×10^1,Use a calculator's standard form entry to multiply directly: 6×10^7.,Enter both numbers using your calculator's standard form (EXP or ×10^x) key.,,,,,,,
2609,304a,304,1,Yes,"Work out (8×10^7) ÷ (2×10^3), giving your answer in standard form.",4×10^4,4×10^10,4×10^2,Use a calculator's standard form entry to divide directly: 4×10^4.,Enter both numbers using your calculator's standard form (EXP or ×10^x) key.,,,,,,,
2610,304b,304,1,No,"Work out (2×10^3) × (3×10^4), giving your answer in standard form.",6×10^7,6×10^12,6×10^7 x 10,"Multiply the leading numbers and add the powers: 2×3=6, and 10^3×10^4=10^7.","Multiply the leading numbers, then add the powers of 10.",,,,,,,
2611,304b,304,2,No,"Work out (3×10^5) × (2×10^2), giving your answer in standard form.",6×10^7,6×10^10,6×10^3,"Multiply the leading numbers and add the powers: 3×2=6, and 10^5×10^2=10^7.","Multiply the leading numbers, then add the powers of 10.",,,,,,,
2612,304c,304,2,No,"Work out (4×10^3) × (5×10^4), giving your answer in standard form.",2×10^8,20×10^7,2×10^7,"4×5=20 and 10^3×10^4=10^7, giving 20×10^7, which adjusts to 2×10^8.","Multiply the leading numbers; if the result is 10 or more, shift it back into standard form.",,,,,,,
2613,304c,304,3,No,"Work out (6×10^4) × (7×10^2), giving your answer in standard form.",4.2×10^7,42×10^6,4.2×10^6,"6×7=42 and 10^4×10^2=10^6, giving 42×10^6, which adjusts to 4.2×10^7.","Multiply the leading numbers; if the result is 10 or more, shift it back into standard form.",,,,,,,
2614,304d,304,3,No,"Work out (4×10^-6) × (5×10^-2), giving your answer in standard form.",2×10^{-7},20×10^{-8},2×10^{-8},"4×5=20 and 10^{-6}×10^{-2}=10^{-8}, giving 20×10^{-8}, which adjusts to 2×10^{-7}.","Multiply the leading numbers; if the result is 10 or more, shift it back into standard form.","Work out (4×10^{-6}) × (5×10^{-2}), giving your answer in standard form.",,,,,,
2615,304d,304,3,No,"Work out (8×10^-5) × (3×10^-3), giving your answer in standard form.",2.4×10^{-7},24×10^{-8},2.4×10^{-8},"8×3=24 and 10^{-5}×10^{-3}=10^{-8}, giving 24×10^{-8}, which adjusts to 2.4×10^{-7}.","Multiply the leading numbers; if the result is 10 or more, shift it back into standard form.","Work out (8×10^{-5}) × (3×10^{-3}), giving your answer in standard form.",,,,,,
2616,304e,304,2,No,"Work out (8×10^7) ÷ (2×10^3), giving your answer in standard form.",4×10^4,4×10^10,4×10^2,"Divide the leading numbers and subtract the powers: 8÷2=4, and 10^7÷10^3=10^4.","Divide the leading numbers, then subtract the powers of 10.",,,,,,,
2617,304e,304,2,No,"Work out (9×10^6) ÷ (3×10^2), giving your answer in standard form.",3×10^4,3×10^8,3×10^3,"Divide the leading numbers and subtract the powers: 9÷3=3, and 10^6÷10^2=10^4.","Divide the leading numbers, then subtract the powers of 10.",,,,,,,
2618,304f,304,3,No,"Work out (3×10^7) ÷ (6×10^3), giving your answer in standard form.",5×10^3,0.5×10^4,5×10^4,"3÷6=0.5 and 10^7÷10^3=10^4, giving 0.5×10^4, which adjusts to 5×10^3.","Divide the leading numbers; if the result is less than 1, shift it into standard form.",,,,,,,
2619,304f,304,3,No,"Work out (4×10^8) ÷ (8×10^5), giving your answer in standard form.",5×10^2,0.5×10^3,5×10^3,"4÷8=0.5 and 10^8÷10^5=10^3, giving 0.5×10^3, which adjusts to 5×10^2.","Divide the leading numbers; if the result is less than 1, shift it into standard form.",,,,,,,
2620,304g,304,3,No,"Work out (6×10^5) ÷ (3×10^-2), giving your answer in standard form.",2×10^7,2×10^3,2×10^{-7},"6÷3=2 and 10^5÷10^{-2}=10^7 (subtracting a negative power), giving 2×10^7.","Subtracting a negative power is the same as adding, so the power increases.","Work out (6×10^5) ÷ (3×10^{-2}), giving your answer in standard form.",,,,,,
2621,304g,304,3,No,"Work out (8×10^4) ÷ (2×10^-3), giving your answer in standard form.",4×10^7,4×10^1,4×10^{-7},"8÷2=4 and 10^4÷10^{-3}=10^7 (subtracting a negative power), giving 4×10^7.","Subtracting a negative power is the same as adding, so the power increases.","Work out (8×10^4) ÷ (2×10^{-3}), giving your answer in standard form.",,,,,,
2622,304h,304,3,Yes,"Work out (3.2×10^5 + 1.8×10^5) × 2×10^3, giving your answer in standard form.",1×10^9,5×10^9,1×10^8,"First add the bracket: 5×10^5, then multiply by 2×10^3, giving 10×10^8 = 1×10^9.","Work out the bracket first, then multiply the result by the remaining term.",,,,,,,
2623,304h,304,3,Yes,"Work out (9×10^6 - 4×10^6) ÷ 1×10^2, giving your answer in standard form.",5×10^4,5×10^3,5×10^8,"First subtract the bracket: 5×10^6, then divide by 1×10^2, giving 5×10^4.","Work out the bracket first, then divide the result by the remaining term.",,,,,,,
2624,304i,304,3,No,"Simplify (3x×10^4)^2, giving your answer in standard form.",9x^2×10^8,6x^2×10^8,9x^2×10^6,"Square each part separately: 3^2=9, x^2=x^2, and (10^4)^2=10^8.","Square the number, the letter, and the power of 10 separately.",,,,,,,
2625,304i,304,3,No,"Simplify (2x×10^-3)^3, giving your answer in standard form.",8x^3×10^{-9},6x^3×10^{-9},8x^3×10^{-6},"Cube each part separately: 2^3=8, x^3=x^3, and (10^{-3})^3=10^{-9}.","Cube the number, the letter, and the power of 10 separately.","Simplify (2x×10^{-3})^3, giving your answer in standard form.",,,,,,
2626,309a,309,1,No,"To represent x > 4 on a number line, what type of circle is used at 4?",Open circle,Closed circle,No circle,"A strict inequality (>) uses an open circle, since 4 itself is not included.",An open circle means the value itself is not included.,,,,,,,
2627,309a,309,1,No,"To represent x ≤ -1 on a number line, what type of circle is used at -1?",Closed circle,Open circle,No circle,An inequality that includes the value (≤) uses a closed (filled) circle.,A closed circle means the value itself is included.,,,,,,,
2628,309a,309,2,No,"To represent x < 7 on a number line, which direction does the arrow point?",Left,Right,There is no arrow,"Values less than 7 lie to the left, so the arrow points left.",Think about which direction the values get smaller.,,,,,,,
2629,309b,309,1,No,A number line has an open circle at 5 with an arrow pointing right. Write the inequality shown.,x>5,x≥5,x<5,"An open circle means 5 is not included, and the arrow points right, so x is greater than 5.",An open circle means the value is not included in the inequality.,,,,,,,
2630,309b,309,2,No,A number line has a closed circle at -3 with an arrow pointing left. Write the inequality shown.,x≤-3,x<-3,x≥-3,"A closed circle means -3 is included, and the arrow points left, so x is less than or equal to -3.",A closed circle means the value is included in the inequality.,,,,,,,
2631,309c,309,2,No,"To represent 2≤x<7 on a number line, what type of circles are used at 2 and 7?","Closed at 2, open at 7","Open at 2, closed at 7",Closed at both,"The ≤ symbol at 2 gives a closed circle, and the < symbol at 7 gives an open circle.",Match each circle type to whether its inequality symbol includes the value or not.,,,,,,,
2632,309c,309,2,No,"To represent -3<x≤5 on a number line, what type of circles are used at -3 and 5?","Open at -3, closed at 5","Closed at -3, open at 5",Open at both,"The < symbol at -3 gives an open circle, and the ≤ symbol at 5 gives a closed circle.",Match each circle type to whether its inequality symbol includes the value or not.,,,,,,,
2633,309d,309,2,No,"A number line has a closed circle at -2, an open circle at 6, and the segment between shaded. Write the inequality shown.",-2≤x<6,#NAME?,-2≤x≤6,"The closed circle at -2 means it is included, and the open circle at 6 means it is not.","Match each circle type to the correct inequality symbol, then combine them.",,,,,,,
2634,309d,309,3,No,"A number line has an open circle at 0, a closed circle at 8, and the segment between shaded. Write the inequality shown.",0<x≤8,0≤x<8,0≤x≤8,"The open circle at 0 means it is not included, and the closed circle at 8 means it is.","Match each circle type to the correct inequality symbol, then combine them.",,,,,,,
2635,309e,309,2,No,"A number line shows -1<x≤4 (open circle at -1, closed circle at 4). List the integer values of x.","0,1,2,3,4","-1,0,1,2,3,4","0,1,2,3",x starts just above -1 (so 0 is the smallest integer) and includes 4.,Start just after the open circle and stop at (or just before) the closed circle.,,,,,,,
2636,309e,309,3,No,"A number line shows -4≤x<0 (closed circle at -4, open circle at 0). List the integer values of x.","-4,-3,-2,-1","-4,-3,-2,-1,0","-3,-2,-1",x includes -4 (closed circle) but stops just below 0 (open circle).,Include the closed circle's value but stop just before the open circle's value.,,,,,,,
2637,309f,309,1,No,List the integer values that satisfy -2≤x<3.,"-2,-1,0,1,2","-2,-1,0,1,2,3","-1,0,1,2",x includes -2 (≤) but stops just below 3 (<).,"Include the lower bound if the symbol is ≤, and stop just before the upper bound if it's <.",,,,,,,
2638,309f,309,2,No,List the integer values that satisfy 1<x≤6.,"2,3,4,5,6","1,2,3,4,5,6","2,3,4,5",x starts just above 1 (<) and includes 6 (≤).,"Start just after the lower bound if the symbol is <, and include the upper bound if it's ≤.",,,,,,,
2639,309f,309,3,No,List the integer values that satisfy -3<x<2.,"-2,-1,0,1","-3,-2,-1,0,1,2","-2,-1,0,1,2","x starts just above -3 and stops just below 2, since both symbols are strict (<).","Both inequalities are strict, so exclude both endpoint values.",,,,,,,
2640,310a,310,1,No,A number rounds to 350 to the nearest 10. Find the lower and upper bounds.,345 and 355,340 and 360,345 and 350,"Half of 10 is 5, so the bounds are 350-5=345 and 350+5=355.","Find half of the rounding place, then add and subtract it from the number.",,,,,,,
2641,310a,310,1,No,A number rounds to 4000 to the nearest 1000. Find the lower and upper bounds.,3500 and 4500,3000 and 5000,3900 and 4100,"Half of 1000 is 500, so the bounds are 4000-500=3500 and 4000+500=4500.","Find half of the rounding place, then add and subtract it from the number.",,,,,,,
2642,310a,310,2,No,A number rounds to 27 to the nearest whole number. Find the lower and upper bounds.,26.5 and 27.5,26 and 28,26.9 and 27.1,"Half of 1 is 0.5, so the bounds are 27-0.5=26.5 and 27+0.5=27.5.","Find half of the rounding place, then add and subtract it from the number.",,,,,,,
2643,310a,310,2,No,A number rounds to 80 to the nearest 10. Find the lower and upper bounds.,75 and 85,70 and 90,79 and 81,"Half of 10 is 5, so the bounds are 80-5=75 and 80+5=85.","Find half of the rounding place, then add and subtract it from the number.",,,,,,,
